catalogNumber;eventId;parentEventId;eventDate;locality;decimalLatitude;decimalLongitude;phylum;class;family;order;providedScientificName;scientificName;ashFreeDryWeight;ashWeight;dryWeight;bodyLength
4162;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Dexaminidae;Amphipoda;Dexamine spinosa;Dexamine spinosa;0.4544603;20.13;0.569;6.48
4177;c;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Dexaminidae;Amphipoda;Dexamine spinosa;Dexamine spinosa;0.335454;20.13;0.42;6.68
4152;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Dexaminidae;Amphipoda;Dexamine spinosa;Dexamine spinosa;0.5343303;20.13;0.669;7.28
4167;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Dexaminidae;Amphipoda;Dexamine spinosa;Dexamine spinosa;0.3961552;20.13;0.496;7.36
4142;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Dexaminidae;Amphipoda;Dexamine spinosa;Dexamine spinosa;0.7411936;20.13;0.928;7.83
4428;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.003171005;11.89;0.003598917;1.26
4427;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.004403184;11.89;0.004997372;1.47
4426;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.007949695;11.89;0.009022466;1.94
4425;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.011423087;11.89;0.012964575;2.3
4424;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.011742729;11.89;0.013327351;2.33
4423;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.012067055;11.89;0.013695443;2.36
4422;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.01318206;11.89;0.014960913;2.46
4421;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.016583702;11.89;0.018821589;2.74
4420;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.019972721;11.89;0.022667939;2.99
4419;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.020115244;11.89;0.022829695;3
4418;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.020835927;11.89;0.02364763;3.05
4417;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.022468884;11.89;0.025500946;3.16
4416;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.025282403;11.89;0.028694136;3.34
4412;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.034217246;11.89;0.038834691;3.85
4411;c;4;12/02/08;acquatina;40.448167;18.233028;;;;;Diamesinae;Diamesinae;0.035555754;11.89;0.040353823;3.92
4409;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.039326512;11.89;0.044633426;4.11
4410;c;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.0378873;11.89;0.043;4.15
4406;b;3;12/02/08;acquatina;40.441806;18.240306;;;;;Diamesinae;Diamesinae;0.0722502;11.89;0.082;6.04
5949;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.005391293;24.03;0.007096607;1.46
5950;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.005391293;24.03;0.007096607;1.46
5944;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.007458743;24.03;0.009818011;1.65
5925;c;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.012099216;24.03;0.015926308;1.98
5920;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.012426201;24.03;0.016356721;2
5914;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.013267589;24.03;0.017464247;2.05
5911;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.013440003;24.03;0.017691198;2.06
5903;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.014869705;24.03;0.019573127;2.14
5902;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.015054781;24.03;0.019816745;2.15
5891;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.015809417;24.03;0.020810078;2.19
5889;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.016390561;24.03;0.021575044;2.22
5884;c;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.016587188;24.03;0.021833866;2.23
5877;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.018004785;24.03;0.023699862;2.3
5874;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.018213237;24.03;0.023974249;2.31
5875;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.018213237;24.03;0.023974249;2.31
5870;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.018847594;24.03;0.024809258;2.34
5860;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.020832654;24.03;0.027422211;2.43
5854;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.021989437;24.03;0.028944896;2.48
5852;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.0224631;24.03;0.029568383;2.5
5849;d;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.022702295;24.03;0.029883237;2.51
5850;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.022702295;24.03;0.029883237;2.51
5847;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.02294307;24.03;0.030200171;2.52
5848;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.02294307;24.03;0.030200171;2.52
5844;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.023674921;24.03;0.031163513;2.55
5841;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.024421146;24.03;0.032145776;2.58
5839;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.024673101;24.03;0.032477427;2.59
5832;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.025697097;24.03;0.033825322;2.63
5833;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.025697097;24.03;0.033825322;2.63
5830;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.026482191;24.03;0.034858749;2.66
5828;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.026747168;24.03;0.03520754;2.67
5829;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.026747168;24.03;0.03520754;2.67
5826;d;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.027823573;24.03;0.036624421;2.71
5821;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.031213353;24.03;0.04108642;2.83
5820;d;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.031506853;24.03;0.041472756;2.84
5818;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.031802067;24.03;0.041861349;2.85
5819;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.031802067;24.03;0.041861349;2.85
5814;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.03239765;24.03;0.042645321;2.87
5812;c;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.032698028;24.03;0.043040711;2.88
5807;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.037086675;24.03;0.048817526;3.02
5806;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.037413402;24.03;0.0492476;3.03
5805;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.037741917;24.03;0.049680027;3.04
5804;d;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.038072223;24.03;0.050114813;3.05
5803;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.038404325;24.03;0.050551961;3.06
5800;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.039750762;24.03;0.052324288;3.1
5801;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.039750762;24.03;0.052324288;3.1
5797;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.040434852;24.03;0.053224763;3.12
5798;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.040434852;24.03;0.053224763;3.12
5794;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.041824929;24.03;0.055054533;3.16
5795;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.041824929;24.03;0.055054533;3.16
5788;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.043965241;24.03;0.057871846;3.22
5786;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.044693519;24.03;0.058830484;3.24
5787;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.044693519;24.03;0.058830484;3.24
5784;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.045060457;24.03;0.059313489;3.25
5782;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.045799952;24.03;0.060286893;3.27
5783;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.045799952;24.03;0.060286893;3.27
5780;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.046546963;24.03;0.06127019;3.29
5775;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.049221119;24.03;0.064790205;3.36
5773;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.050395799;24.03;0.066336447;3.39
5774;c;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.050395799;24.03;0.066336447;3.39
5772;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.050791201;24.03;0.066856919;3.4
5771;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.051188531;24.03;0.067379928;3.41
5770;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.051587792;24.03;0.067905479;3.42
5769;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.051988988;24.03;0.068433576;3.43
5766;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.053204221;24.03;0.070033198;3.46
5762;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.054024118;24.03;0.071112436;3.48
5760;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.054851842;24.03;0.072201977;3.5
5758;c;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.055687423;24.03;0.07330186;3.52
5757;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.056530891;24.03;0.074412124;3.54
5756;d;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.056955591;24.03;0.074971161;3.55
5754;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.058241602;24.03;0.076663948;3.58
5755;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.058241602;24.03;0.076663948;3.58
5748;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.060867544;24.03;0.0801205;3.64
5749;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.060867544;24.03;0.0801205;3.64
5747;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.061758941;24.03;0.081293854;3.66
5746;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.063566033;24.03;0.083672546;3.7
5744;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.064022889;24.03;0.08427391;3.71
5742;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.064942727;24.03;0.0854847;3.73
5737;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.065870754;24.03;0.086706271;3.75
5733;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.067278216;24.03;0.088558926;3.78
5734;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.067278216;24.03;0.088558926;3.78
5729;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.069665343;24.03;0.091701123;3.83
5730;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.069665343;24.03;0.091701123;3.83
5726;c;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.071612524;24.03;0.094264214;3.87
5723;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.073593264;24.03;0.096871481;3.91
5721;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.07459629;24.03;0.098191773;3.93
5722;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.07459629;24.03;0.098191773;3.93
5720;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.075100979;24.03;0.0988561;3.94
5717;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.076627795;24.03;0.100865861;3.97
5716;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.077140994;24.03;0.10154139;3.98
5713;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.078173805;24.03;0.102900888;4
5712;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.078693423;24.03;0.103584867;4.01
5709;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.08185634;24.03;0.107748242;4.07
5705;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.084008258;24.03;0.110580832;4.11
5704;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.084551683;24.03;0.111296147;4.12
5695;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.091244207;24.03;0.120105577;4.24
5694;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.091816307;24.03;0.120858638;4.25
5691;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.093546001;24.03;0.12313545;4.28
5689;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.095883637;24.03;0.126212501;4.32
5684;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.098856418;24.03;0.1301256;4.37
5682;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.10311378;24.03;0.135729604;4.44
5681;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.104972714;24.03;0.138176535;4.47
5680;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.105596963;24.03;0.13899824;4.48
5677;d;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.106223521;24.03;0.139822983;4.49
5671;c;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.110674327;24.03;0.145681621;4.56
5670;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.11131947;24.03;0.146530827;4.57
5668;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.113923453;24.03;0.149958474;4.61
5667;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.114580319;24.03;0.150823113;4.62
5666;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.11590112;24.03;0.152561695;4.64
5665;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.116565061;24.03;0.153435647;4.65
5662;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.11790004;24.03;0.155192892;4.67
5661;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.119244506;24.03;0.156962624;4.69
5658;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.121962;24.03;0.160539687;4.73
5652;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.127511985;24.03;0.167845182;4.81
5653;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.127511985;24.03;0.167845182;4.81
5649;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.131775923;24.03;0.173457843;4.87
5648;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.1332167;24.03;0.17535435;4.89
5646;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.138336571;24.03;0.182093683;4.96
5645;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.139821543;24.03;0.184048365;4.98
5644;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.142067557;24.03;0.187004814;5.01
5643;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.145097018;24.03;0.190992521;5.05
5641;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.145860615;24.03;0.191997651;5.06
5640;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.147395309;24.03;0.194017782;5.08
5639;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.149716149;24.03;0.197072725;5.11
5637;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.153634562;24.03;0.202230568;5.16
5636;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.154425826;24.03;0.203272115;5.17
