catalogNumber;occurrenceID;year;month;eventRemarks;verbatimLocality;country;decimalLatitude;decimalLongitude;depth;class;order;family;genus;scientificName;scientificNameAuthorship;acceptedNameUsage;acceptedNameUsageID;taxonRank;occurrenceRemarks;organismQuantity;organismQuantityType;nativeSeaArea;degreeOfEstablishment;distributionStatus;associatedReferences;references
1963;PTETRI20149Cyprus2423;2014;9;NA;Green Bay;Cyprus;34.997;34.069;1;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Iglésias S. & Frotté L., 2015. Alien marine fishes in Cyprus: update and new records. Aquatic Invasions, 10(4), 425-438. http://dx.doi.org/10.3391/ai.2015.10.4.06;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2010;PTETRI2008RGreece2400;2008;NA;Recorded over multiple months;Rhodes, Apolakkia;Greece;36.134;27.707;20;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;several;individuals;Indo-Pacific Ocean;Established;Irregular;Kalogirou S., Corsini-Foka M., Sioulas A., Wennhage H. & Pihl L., 2010. Diversity, structure and function of fish assemblages associated with Posidonia oceanica beds in an area of the eastern Mediterranean Sea and the role of non-indigenous specie. Journal of Fish Biology, 77, 2338-2357. https://doi.org/10.1111/j.1095-8649.2010.02817.x;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2018;PTETRI2008RGreece2399;2008;NA;Recorded over multiple months;Rhodes, Kattavia;Greece;35.914;27.736;20;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;several;individuals;Indo-Pacific Ocean;Established;Irregular;Kalogirou S., Corsini-Foka M., Sioulas A., Wennhage H. & Pihl L., 2010. Diversity, structure and function of fish assemblages associated with Posidonia oceanica beds in an area of the eastern Mediterranean Sea and the role of non-indigenous specie. Journal of Fish Biology, 77, 2338-2357. https://doi.org/10.1111/j.1095-8649.2010.02817.x;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2026;PTETRI2008RGreece2398;2008;NA;Recorded over multiple months;Rhodes, Lardos;Greece;36.045;27.969;20;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;several;individuals;Indo-Pacific Ocean;Established;Irregular;Kalogirou S., Corsini-Foka M., Sioulas A., Wennhage H. & Pihl L., 2010. Diversity, structure and function of fish assemblages associated with Posidonia oceanica beds in an area of the eastern Mediterranean Sea and the role of non-indigenous specie. Journal of Fish Biology, 77, 2338-2357. https://doi.org/10.1111/j.1095-8649.2010.02817.x;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2034;PTETRI2008RGreece2396;2008;NA;Recorded over multiple months;Rhodes, Paradisi;Greece;36.424;28.136;20;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;several;individuals;Indo-Pacific Ocean;Established;Irregular;Kalogirou S., Corsini-Foka M., Sioulas A., Wennhage H. & Pihl L., 2010. Diversity, structure and function of fish assemblages associated with Posidonia oceanica beds in an area of the eastern Mediterranean Sea and the role of non-indigenous specie. Journal of Fish Biology, 77, 2338-2357. https://doi.org/10.1111/j.1095-8649.2010.02817.x;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2042;PTETRI2008RGreece2397;2008;NA;Recorded over multiple months;Rhodes, Trianda;Greece;36.426;28.185;20;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;several;individuals;Indo-Pacific Ocean;Established;Irregular;Kalogirou S., Corsini-Foka M., Sioulas A., Wennhage H. & Pihl L., 2010. Diversity, structure and function of fish assemblages associated with Posidonia oceanica beds in an area of the eastern Mediterranean Sea and the role of non-indigenous specie. Journal of Fish Biology, 77, 2338-2357. https://doi.org/10.1111/j.1095-8649.2010.02817.x;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2204;PTETRI20175Cyprus2429;2017;5;NA;NA;Cyprus;34.999338;34.067723;7;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2384;PTETRI20117Turkey2415;2011;7;NA;NA;Turkey;36.661727;28.851259;6;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2385;PTETRI20187Cyprus2431;2018;7;NA;NA;Cyprus;35.013232;34.080759;20;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;10;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2386;PTETRI20067Turkey2394;2006;7;NA;NA;Turkey;36.738524;28.927546;2;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;20;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2544;PTETRI20188Cyprus2432;2018;8;NA;NA;Cyprus;35.041971;34.044135;23;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;5;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2708;PTETRI20199Greece2435;2019;9;NA;NA;Greece;34.965393;25.582021;30;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;3;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2823;PTETRI201910Greece2437;2019;10;NA;NA;Greece;35.413201;25.018774;3;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2824;PTETRI201810Cyprus2433;2018;10;NA;NA;Cyprus;34.959435;34.061354;9;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2825;PTETRI201910Greece2436;2019;10;NA;NA;Greece;35.340637;25.398047;25;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
2880;PTETRI201611Greece2428;2016;11;NA;NA;Greece;35.588066;24.078478;12;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
3042;PTETRI2009naGreece2402;2009;NA;NA;NA;Greece;35.387852;25.04169;20;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Pteragogus-trispilus.html
3345;PTETRI1997naCyprus2388;1997;NA;NA;NA;Cyprus;35.418;33.12;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;NA;individuals;Indo-Pacific Ocean;Established;Irregular;Kaya M., Bilecenoglu M., Golani D., 2000. New record of a Lessepsian migrant Pteragogus pelycus Randall, 1981 (Teleostei: Labridae) for northern Cyprus. Zoology in the Middle East, 20, 65-68. https://doi.org/10.1080/09397140.2000.10637814;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4184;PTETRI201510Cyprus2425;2015;10;NA;NA;Cyprus;34.773;33.494;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;NA;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4358;PTETRI2007naTurkey2395;2007;NA;NA;Datca peninsula;Turkey;36.725;27.994;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;NA;individuals;Indo-Pacific Ocean;Established;Irregular;Oz I.M., Erdogan O. & Yuksek A., 2007. Notes on the erythrean alien fishes of Datca-Bozburun peninsula - a specially protected area in the south eastern Aegean Sea (Turkey). Rapports Commission Internationale Mer Méditerranée, 38, 563.;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4382;PTETRI20029Turkey2392;2002;9;NA;Datca peninsula, Bozburun village;Turkey;36.629;27.965;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Oz I.M., Erdogan O. & Yuksek A., 2007. Notes on the erythrean alien fishes of Datca-Bozburun peninsula - a specially protected area in the south eastern Aegean Sea (Turkey). Rapports Commission Internationale Mer Méditerranée, 38, 563.;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4557;PTETRI20109Israel2414;2010;9;NA;NA;Israel;32.731;34.891;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Seawatchers.org, 2012. Seawatchers database (updated Dec_2013).;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4571;PTETRI20109Israel2413;2010;9;NA;Hayfa Bay;Israel;32.443;34.824;35;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;2;individuals;Indo-Pacific Ocean;Established;Irregular;Seawatchers.org, 2013. Seawatchers database (updated Dec_2013).;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4587;PTETRI20134Greece2417;2013;4;NA;NA;Greece;36.183;29.643;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Seawatchers.org, 2013. Seawatchers database (updated Dec_2013).;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4624;PTETRI201312Egypt2418;2013;12;NA;Marina El Alamein;Egypt;30.828067;29.012733;4;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Sghaier Y.R., Zakhama-Sraieb R., Hmida A.B. & Charfi F., 2019. An inventory of non-indigenous species (NIS) inside and outside three tourist marinas from the southern Mediterranean coast. Journal of the Black Sea / Mediterranean Environment, 25(1), 29-48.;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4625;PTETRI201312Egypt2419;2013;12;NA;Marina El Alamein;Egypt;30.8279;29.006933;4;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Sghaier Y.R., Zakhama-Sraieb R., Hmida A.B. & Charfi F., 2019. An inventory of non-indigenous species (NIS) inside and outside three tourist marinas from the southern Mediterranean coast. Journal of the Black Sea / Mediterranean Environment, 25(1), 29-48.;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4691;PTETRI20142Syria2420;2014;2;NA;Tartous;Syria;34.908;35.836;38;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;2;individuals;Indo-Pacific Ocean;Established;Irregular;Soliman A., Ali M., Saad A., 2014. First records of sideburn wrasse Pteragogus pelycus (Osteichthyes: Labridae) off the Syrian coast (Eastern Mediterranean). Annales: Series Historia Naturalis, 24, 23-28.;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4784;PTETRI19988Turkey2389;1998;8;NA;Mersin Bay, Tasucu;Turkey;36.309;33.873;1;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;2;individuals;Indo-Pacific Ocean;Established;Irregular;Taskavak E., Bilecenglu M., Basusta N. & Mater S., 2000. Occurrence of Pteragogus pelycus Randall, 1981 (Teteostei: Labridae) and Petroscirtes ancylodon Rüppell, 1838 (Teleostei: Blennidae) at the eastern Mediterranean coast of Turkey. Acta Adriatica, 41, 53-58.;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4793;PTETRI20058Greece2393;2005;8;NA;Heraklion Bay, eastern part;Greece;35.371;25.135;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Thessakou-Legaki M., Aydogan O., Bekas P., Bilge G., Boyaci Y.O., Brunelli E. et al., 2012. New Mediterranean biodiversity records(December 2012). Mediterranean Marine Science, 13(2), 312-327. https://doi.org/10.12681/mms.313;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4797;PTETRI20119Greece2416;2011;9;NA;Heraklion Bay, eastern part;Greece;35.369;25.121;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Thessakou-Legaki M., Aydogan O., Bekas P., Bilge G., Boyaci Y.O., Brunelli E. et al., 2012. New Mediterranean biodiversity records(December 2012). Mediterranean Marine Science, 13(2), 312-327. https://doi.org/10.12681/mms.313;https://www.fishbase.de/summary/Pteragogus-trispilus.html
4958;PTETRI20146Turkey2422;2014;6;NA;Kusadasi Bay;Turkey;37.841;27.223;25;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;2;individuals;Indo-Pacific Ocean;Established;Irregular;Yapici H.H., Yapici S., Agdamar S. & Acar U., 2015. Occurrence of the Erythrean invader Pteragogus pelycus Randall, 1981 (Teleostei: Labridae) in the eastern Aegean sea. Journal of Applied Ichthyology, 31, 538-540. https://doi.org/10.1111/jai.12705;https://www.fishbase.de/summary/Pteragogus-trispilus.html
5020;PTETRI20151Greece2424;2015;1;NA;Rhodes, North-Western coast;Greece;36.427;28.192;30;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;23;individuals;Indo-Pacific Ocean;Established;Irregular;Zenetos A., Akel E. K., Apostolidis C., Bilecenoglu M., Bitar G. & Buchet V., 2015. New Mediterranean biodiversity records (April 2015). Mediterranean Marine Science, 16(1), 266-284. https://doi.org/10.12681/mms.1292;https://www.fishbase.de/summary/Pteragogus-trispilus.html
5027;PTETRI20108Greece2412;2010;8;NA;Argolikos, Epidauros;Greece;37.673;23.167;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Zenetos A., Koutsogiannopoulos D., Ovalis P. & Poursanidis S., 2013. The role played by citizen scientists in monitoring marine alien species in Greece. Cahiers de Biologie Marine, 54, 419-426.  https://doi.org/10.21411/CBM.A.F59BBF3E;https://www.fishbase.de/summary/Pteragogus-trispilus.html
5028;PTETRI20096Greece2401;2009;6;NA;Argolikos, Salanti;Greece;37.438;23.113;NA;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;Pteragogus trispilus;Randall, 2013;Pteragogus trispilus;urn:lsid:marinespecies.org:taxname:835084;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Zenetos A., Koutsogiannopoulos D., Ovalis P. & Poursanidis S., 2013. The role played by citizen scientists in monitoring marine alien species in Greece. Cahiers de Biologie Marine, 54, 419-426.  https://doi.org/10.21411/CBM.A.F59BBF3E;https://www.fishbase.de/summary/Pteragogus-trispilus.html
52;PTEMIL201812Libya3101;2018;12;NA;Karsa, Lybia;Libya;32.85163889;22.43133333;8;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Al Mabruk S.A., & Rizgalla J., 2019. First record of lionfish (Scorpaenidae: Pterois) from Libyan waters. Journal of the Black Sea / Mediterranean Environment, 25(1), 108-114.;https://www.fishbase.de/summary/Pterois-miles.html
53;PTEMIL201812Libya3100;2018;12;NA;Port of Wadi AL-Klag;Libya;31.81744444;25.05444444;26;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Al Mabruk S.A., & Rizgalla J., 2019. First record of lionfish (Scorpaenidae: Pterois) from Libyan waters. Journal of the Black Sea / Mediterranean Environment, 25(1), 108-114.;https://www.fishbase.de/summary/Pterois-miles.html
60;PTEMIL20188Egypt3093;2018;8;NA;Cleopatra beach, Marsa Matruh;Egypt;31.37308333;27.20358333;27;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Al Mabruk S.A.A., Rizgalla J., Giovos I. & Bariche M., 2020. Social media reveals the first records of the invasive lionfish Pterois miles (Bennett, 1828) and parrotfish Scarus ghobban Forsskål, 1775 from Egypt (Mediterranean Sea). BioInvasion Records, 9, 574-579. https://doi.org/10.3391/bir.2020.9.3.13;https://www.fishbase.de/summary/Pterois-miles.html
62;PTEMIL20188Egypt3094;2018;8;NA;Ras Alam Al Rum beach, Marsa Matruh;Egypt;31.323475;27.365575;7;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Al Mabruk S.A.A., Rizgalla J., Giovos I. & Bariche M., 2020. Social media reveals the first records of the invasive lionfish Pterois miles (Bennett, 1828) and parrotfish Scarus ghobban Forsskål, 1775 from Egypt (Mediterranean Sea). BioInvasion Records, 9, 574-579. https://doi.org/10.3391/bir.2020.9.3.13;https://www.fishbase.de/summary/Pterois-miles.html
140;PTEMIL2016naLebanon2747;2016;NA;NA;Batroun ;Lebanon;34.28622345;35.66469822;2;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
141;PTEMIL2016naLebanon2746;2016;NA;NA;Batroun ;Lebanon;34.28306032;35.65376645;4;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
142;PTEMIL2016naLebanon2748;2016;NA;NA;Batroun ;Lebanon;34.30516197;35.67243863;4;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
143;PTEMIL2016naLebanon2840;2016;NA;NA;Batroun ;Lebanon;34.245;35.65;NA;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
144;PTEMIL2016naLebanon2841;2016;NA;NA;Batroun ;Lebanon;34.248;35.652;NA;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
145;PTEMIL2016naLebanon2842;2016;NA;NA;Batroun ;Lebanon;34.25;35.65;NA;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
146;PTEMIL2016naLebanon2843;2016;NA;NA;Batroun ;Lebanon;34.25;35.655;NA;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
147;PTEMIL2016naLebanon2844;2016;NA;NA;Batroun ;Lebanon;34.254;35.654;NA;Teleostei;Perciformes;Scorpaenidae;Pterois;Pterois miles;(Bennet, 1828);Pterois miles;urn:lsid:marinespecies.org:taxname:218077;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Azzurro E. & Bariche M., 2017. Local knowledge and awareness on the incipient lionfish invasion in the eastern Mediterranean Sea. Marine and Freshwater Research, 68(10), 1950-1954. http://dx.doi.org/10.1071/MF16358;https://www.fishbase.de/summary/Pterois-miles.html
