catalogNumber;occurrenceID;year;month;eventRemarks;verbatimLocality;country;decimalLatitude;decimalLongitude;depth;class;order;family;genus;scientificName;scientificNameAuthorship;acceptedNameUsage;acceptedNameUsageID;taxonRank;occurrenceRemarks;organismQuantity;organismQuantityType;nativeSeaArea;degreeOfEstablishment;distributionStatus;associatedReferences;references
4234;LAGSCE20079Cyprus1469;2007;9;NA;Protaras;Cyprus;35.006;34.067;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4244;LAGSCE20152Greece1686;2015;2;NA;Rhodes;Greece;36.182;26.122;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;25;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4248;LAGSCE20122Tunisia1531;2012;2;NA;Salakta;Tunisia;35.391;11.048;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4249;LAGSCE20166Italy1749;2016;6;NA;Saline Ioniche, Montebello, Reggio Calabria;Italy;37.925;15.745;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4255;LAGSCE20142Tunisia1625;2014;2;NA;Sayada, Monastir;Tunisia;35.674;10.896;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4261;LAGSCE20114Turkey1520;2011;4;NA;Side, Antalya;Turkey;36.764;31.385;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4262;LAGSCE20142Tunisia1624;2014;2;NA;Sidi Mechreg, Bizerte;Tunisia;37.17;9.126;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4268;LAGSCE20145Libya1633;2014;5;NA;Sirte;Libya;31.213;16.586;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4269;LAGSCE20156Greece1703;2015;6;NA;Sitias, Attica;Greece;38.181;24.06;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4270;LAGSCE201412Croatia1670;2014;12;NA;Split;Croatia;43.399;16.402;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4275;LAGSCE20135Syria1588;2013;5;NA;Tartous;Syria;34.889;35.851;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4277;LAGSCE201511Turkey1729;2015;11;NA;Tasucu, Silifke;Turkey;36.314;33.882;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4279;LAGSCE20155Albania1698;2015;5;NA;Tirana;Albania;41.486;19.38;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4280;LAGSCE20157Albania1709;2015;7;NA;Tirana;Albania;41.486;19.38;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;2;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4281;LAGSCE20151Libya1684;2015;1;NA;Tobruk;Libya;32.075;23.982;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4286;LAGSCE201311Greece1601;2013;11;NA;Varkiza, Attica;Greece;37.815;23.802;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4287;LAGSCE20157Albania1710;2015;7;NA;Velipoje, Scutari;Albania;41.86;19.428;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4288;LAGSCE20164Italy1746;2016;4;NA;Vibo Marina, S. Tereni, Calabria;Italy;38.738;16.08;30;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4291;LAGSCE20155Libya1697;2015;5;NA;Zawiya;Libya;32.8408764;12.75683192;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4309;LAGSCE20149Algeria1648;2014;9;NA;Ziama Mansouriah;Algeria;36.668;5.432;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4310;LAGSCE20149Algeria1649;2014;9;NA;Ziama Mansouriah;Algeria;36.668;5.432;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;NA;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4404;LAGSCE20073Greece1457;2007;3;NA;Atherinolakkos;Greece;35.006221;26.155129;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;4;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4406;LAGSCE20073Greece1458;2007;3;NA;Crete, Georgioupolis Bay, Khania;Greece;35.415;24.507;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4407;LAGSCE200512Greece1443;2005;12;NA;Crete, Georgioupolis Bay, Khania;Greece;35.399;24.308;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4408;LAGSCE20057Greece1442;2005;7;NA;Crete, Heraklion Bay;Greece;35.369;25.142;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4409;LAGSCE20073Greece1459;2007;3;NA;Crete, Makrys gyalos, Ierapetra;Greece;34.982;25.889;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4410;LAGSCE200612Greece1451;2006;12;NA;Elounda Bay;Greece;35.199;25.797;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4411;LAGSCE20074Greece1466;2007;4;NA;Folegandros Island;Greece;36.589;24.864;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4412;LAGSCE20072Greece1456;2007;2;NA;Hersonissos Bay;Greece;35.337;25.466;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4415;LAGSCE20073Greece1461;2007;3;NA;Keratokampos;Greece;34.911;25.152;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;3;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4416;LAGSCE20073Greece1462;2007;3;NA;Kokkinos Pyrgos;Greece;34.964;24.611;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;21;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4417;LAGSCE20072Greece1455;2007;2;NA;Lesvos;Greece;38.972;26.051;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
4418;LAGSCE20074Greece1465;2007;4;NA;Palaikastro Lasithiou;Greece;35.299;26.342;NA;Teleostei;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus sceleratus;(Gmelin, 1789);Lagocephalus sceleratus;urn:lsid:marinespecies.org:taxname:219954;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Peristeraki P., Lazarakis G., Skarvelis K., Georgiadis M. & Tserpes G., 2006. Additional records on the occurrence of alien fish species in the eastern Mediterranean Sea. Mediterranean Marine Science, 7(2), 61-66. https://doi.org/10.12681/mms.170 ;https://www.fishbase.de/summary/Lagocephalus-sceleratus.html
